Year,Constituency_No,Position,Candidate,Party,Votes,Constituency_Name,Vote_Share_Percentage,Margin_Percentage,rural_per
2012,83,Higher,BABUBHAI BHIMABHAI BOKHIRIA,BJP,77604,PORBANDAR,53.17,11.75,30.47323641
2012,83,Lower,ARJUNBHAI DEVABHAI MODHAVADIYA,INC,60458,PORBANDAR,41.42,39.89,30.47323641
2012,84,No CG,ODEDARA KARSHANBHAI DULABHAI,BJP,42942,KUTIYANA,37.25,34.47,74.92336484
2012,85,Higher,CHAVDA JAWAHARBHAI PETHALAJIBHAI,INC,72879,MANAVADAR,45.81,2.77,80.21675359
2012,85,Lower,RATIBHAI GORDHANBHAI SUREJA,BJP,68477,MANAVADAR,43.04,36.14,80.21675359
2012,86,Higher,MASHRU MAHENDRABHAI LILADHARBHAI,BJP,66669,JUNAGADH,46.48,9.62,10.47069586
2012,86,Lower,JOSHI BHIKHABHAI GALABHAI,INC,52873,JUNAGADH,36.86,25.44,10.47069586
2012,87,No CG,BHALALA KANUBHAI MEPABHAI,BJP,43781,VISAVADAR,29.44,27.18,91.67356185
2012,88,Higher,ARVINDBHAI KESHAVBHAI LADANI,BJP,53772,KESHOD,40.18,5.93,73.77
2012,88,Lower,KOTADIYA MAGANBHAI KARSHANBHAI,INC,45835,KESHOD,34.25,15.2,73.77
2012,89,Higher,CHUDASAMA RAJESHBHAI NARANBHAI,BJP,68452,MANGROL,53.28,12.23,66.6547704
2012,89,Lower,DR. CHUDASAMA CHANDRIKABEN KANJIBHAI,INC,52738,MANGROL,41.05,38.85,66.6547704
2012,90,Higher,BARAD JASHUBHAI DHANABHAI,INC,56701,SOMNATH,35.94,1.33,42.38709797
2012,90,Lower,JOTVA RAJSIBHAI VIRABHAI,BJP,54605,SOMNATH,34.61,19.77,42.38709797
2012,91,Higher,JASHUBHAI DHANABHAI BARAD,INC,62722,TALALA,44.45,1.05,83.00606052
